customer_id,conversion_date,revenue_usd,last_touch_channel,last_touch_campaign,product_purchased,country
USR_01432,2024-03-01,147.57,Google_Search,GSearch_Competitor,Pro Plan,India
USR_00377,2024-03-15,379.3,Google_Search,GSearch_Brand,Basic Plan,Germany
USR_01511,2024-01-18,209.43,TikTok,TikTok_Promo,Enterprise Plan,Canada
USR_01711,2024-01-10,32.55,Meta_Facebook,FB_Lookalike,Enterprise Plan,Germany
USR_00296,2024-02-08,463.95,Google_Search,GSearch_Competitor,Pro Plan,Canada
USR_01976,2024-02-24,339.99,Google_Search,GSearch_Generic,Basic Plan,Canada
USR_00329,2024-03-28,45.02,Meta_Facebook,,Basic Plan,Germany
USR_00309,2024-02-11,152.24,LinkedIn,LinkedIn_Lead,Basic Plan,Germany
USR_00716,2024-03-04,132.79,Google_Search,GSearch_Competitor,One-Time Purchase,Germany
USR_01599,2024-01-30,92.73,Meta_Facebook,FB_Retargeting,One-Time Purchase,Germany
USR_01163,2024-01-18,128.33,Organic,Organic_SEO,Enterprise Plan,Australia
USR_01606,2024-03-25,481.07,Google_Search,GSearch_Brand,One-Time Purchase,India
USR_01457,2024-01-25,373.67,Google_Search,GSearch_Brand,Basic Plan,India
USR_00732,2024-01-16,198.37,Google_Search,GSearch_Generic,Enterprise Plan,UK
USR_01688,2024-01-26,52.36,Meta_Facebook,FB_Awareness,Enterprise Plan,Canada
USR_00906,2024-02-23,188.07,Organic,Organic_SEO,One-Time Purchase,Germany
USR_01868,2024-01-13,100.89,Meta_Facebook,FB_Lookalike,Basic Plan,USA
USR_01704,2024-02-25,51.28,Google_Search,GSearch_Generic,Enterprise Plan,USA
USR_00244,2024-02-12,64.52,Meta_Facebook,,Basic Plan,Australia
USR_00012,2024-02-10,245.76,Meta_Facebook,FB_Lookalike,One-Time Purchase,Australia
USR_01484,2024-03-08,431.88,Google_Search,GSearch_Brand,One-Time Purchase,USA
USR_01158,2024-01-26,499.12,Meta_Facebook,FB_Awareness,One-Time Purchase,UK
USR_01126,2024-02-11,333.09,Organic,Organic_SEO,Enterprise Plan,UK
USR_00737,2024-01-17,57.55,TikTok,TikTok_Promo,Pro Plan,USA
USR_01769,2024-02-09,176.55,Meta_Facebook,FB_Lookalike,Basic Plan,Canada
USR_00372,2024-01-18,358.22,Meta_Facebook,FB_Retargeting,Pro Plan,UK
USR_01466,2024-02-11,443.04,Google_Search,GSearch_Generic,Pro Plan,India
USR_01695,2024-03-24,165.78,Google_Search,GSearch_Brand,Pro Plan,Germany
USR_00266,2024-01-23,489.66,Meta_Facebook,FB_Awareness,One-Time Purchase,Australia
USR_00900,2024-01-16,340.74,Meta_Facebook,FB_Lookalike,Pro Plan,Canada
USR_01643,2024-02-05,369.2,Meta_Facebook,FB_Awareness,Pro Plan,India
USR_00279,2024-02-22,287.17,Google_Search,GSearch_Brand,Basic Plan,Australia
USR_01633,2024-01-27,352.59,Email,Email_Retention,Pro Plan,UK
USR_00083,2024-02-05,154.76,TikTok,TikTok_Video1,One-Time Purchase,Germany
USR_00886,2024-02-11,33.31,LinkedIn,LinkedIn_B2B,Basic Plan,India
USR_00813,2024-02-25,485.06,Google_Search,GSearch_Competitor,Basic Plan,Australia
USR_01873,2024-02-16,376.79,Meta_Facebook,FB_Lookalike,Basic Plan,Germany
USR_00755,2024-02-08,274.02,LinkedIn,LinkedIn_B2B,Pro Plan,Canada
USR_00562,2024-03-13,295.49,Meta_Facebook,FB_Lookalike,One-Time Purchase,UK
USR_01192,2024-03-13,498.78,Meta_Facebook,FB_Lookalike,One-Time Purchase,India
USR_01327,2024-01-19,191.18,LinkedIn,LinkedIn_B2B,Basic Plan,Australia
USR_00031,2024-01-14,289.49,Google_Search,,Enterprise Plan,India
USR_00746,2024-03-10,410.96,Google_Search,GSearch_Competitor,Enterprise Plan,Canada
USR_01183,2024-02-22,204.7,LinkedIn,LinkedIn_B2B,Basic Plan,USA
USR_01020,2024-03-26,51.49,Meta_Facebook,FB_Retargeting,Pro Plan,Canada
USR_00439,2024-02-15,417.03,Meta_Facebook,FB_Awareness,One-Time Purchase,India
USR_00034,2024-03-18,482.69,Organic,Organic_Direct,Basic Plan,USA
USR_00493,2024-02-26,50.42,Google_Search,GSearch_Brand,Pro Plan,India
USR_00936,2024-02-16,58.75,Meta_Facebook,FB_Lookalike,Pro Plan,USA
USR_00663,2024-02-26,238.24,Google_Search,GSearch_Brand,Basic Plan,India
USR_01887,2024-03-11,205.43,Meta_Facebook,,Pro Plan,Canada
USR_00496,2024-03-09,412.04,Organic,Organic_Direct,One-Time Purchase,Australia
USR_00968,2024-02-27,192.17,TikTok,TikTok_Video1,One-Time Purchase,USA
USR_01588,2024-03-08,376.46,Google_Search,GSearch_Brand,One-Time Purchase,UK
USR_00524,2024-02-25,475.99,Google_Search,GSearch_Competitor,Enterprise Plan,Canada
USR_01755,2024-03-20,30.39,Meta_Facebook,FB_Lookalike,Enterprise Plan,UK
USR_01615,2024-03-06,35.11,TikTok,,Pro Plan,UK
USR_01412,2024-01-20,495.41,TikTok,TikTok_Promo,Basic Plan,USA
USR_00125,2024-02-18,204.93,TikTok,TikTok_Promo,Enterprise Plan,Canada
USR_01038,2024-03-04,112.8,LinkedIn,LinkedIn_Lead,Pro Plan,India
USR_01573,2024-02-07,266.02,TikTok,TikTok_Promo,Enterprise Plan,Canada
USR_01441,2024-03-09,193.29,Meta_Facebook,FB_Retargeting,Pro Plan,UK
USR_01058,2024-02-14,159.37,TikTok,TikTok_Promo,Enterprise Plan,USA
USR_00418,2024-01-13,264.57,Google_Search,GSearch_Competitor,Basic Plan,UK
USR_00009,2024-02-05,448.5,Email,Email_Retention,One-Time Purchase,Canada
USR_01471,2024-01-25,90.99,TikTok,TikTok_Promo,Enterprise Plan,Australia
USR_00821,2024-01-24,431.25,Organic,Organic_SEO,Pro Plan,USA
USR_01149,2024-03-09,111.09,Meta_Facebook,FB_Awareness,Pro Plan,India
USR_00285,2024-02-02,225.23,Meta_Facebook,FB_Lookalike,Pro Plan,India
USR_01155,2024-03-07,79.45,Google_Search,GSearch_Generic,Pro Plan,Germany
USR_00534,2024-02-29,472.13,Google_Search,GSearch_Brand,One-Time Purchase,Germany
USR_01614,2024-01-19,350.33,LinkedIn,LinkedIn_B2B,Basic Plan,Australia
USR_00252,2024-02-17,376.38,Google_Search,GSearch_Brand,Basic Plan,USA
USR_01661,2024-03-19,437.05,Meta_Facebook,FB_Awareness,Pro Plan,Canada
USR_01681,2024-02-04,56.68,Email,Email_Welcome,Basic Plan,India
USR_00570,2024-03-15,267.95,Google_Search,GSearch_Competitor,Basic Plan,Australia
USR_01186,2024-01-18,123.7,Email,Email_Welcome,Basic Plan,Australia
USR_01619,2024-03-14,300.68,Google_Search,GSearch_Generic,Pro Plan,USA
USR_00860,2024-02-10,42.42,Meta_Facebook,FB_Lookalike,Basic Plan,USA
USR_01000,2024-02-04,406.6,Email,Email_Welcome,Basic Plan,Canada
USR_00306,2024-03-22,311.54,Email,Email_Retention,One-Time Purchase,India
USR_01196,2024-02-27,28.58,TikTok,TikTok_Promo,Pro Plan,Australia
USR_00612,2024-02-04,215.37,Google_Search,GSearch_Generic,Basic Plan,Australia
USR_00278,2024-02-23,147.66,Google_Search,GSearch_Generic,Pro Plan,UK
USR_00914,2024-01-23,407.65,Email,Email_Retention,One-Time Purchase,USA
USR_01475,2024-02-14,139.11,TikTok,TikTok_Promo,Enterprise Plan,Australia
USR_01270,2024-02-08,289.31,Google_Search,GSearch_Competitor,Enterprise Plan,Australia
USR_01567,2024-02-24,495.68,Google_Search,GSearch_Generic,One-Time Purchase,Germany
USR_00173,2024-02-06,476.58,Google_Search,GSearch_Brand,One-Time Purchase,Australia
USR_01197,2024-01-15,239.49,Meta_Facebook,FB_Lookalike,One-Time Purchase,Australia
USR_00144,2024-01-20,105.63,TikTok,TikTok_Video1,Enterprise Plan,Germany
USR_00879,2024-02-08,151.22,Organic,Organic_SEO,Pro Plan,Canada
USR_00435,2024-01-24,468.81,LinkedIn,LinkedIn_B2B,One-Time Purchase,UK
USR_00926,2024-03-08,151.21,LinkedIn,LinkedIn_B2B,Pro Plan,Canada
USR_01421,2024-02-09,34.05,Google_Search,GSearch_Competitor,Pro Plan,Australia
USR_01884,2024-02-13,407.61,TikTok,TikTok_Video1,Enterprise Plan,UK
USR_01853,2024-03-20,402.11,Google_Search,GSearch_Generic,Pro Plan,Canada
USR_00060,2024-03-16,286.12,Meta_Facebook,,Basic Plan,India
USR_00074,2024-03-23,242.55,Meta_Facebook,FB_Awareness,Pro Plan,Germany
USR_00552,2024-01-25,330.77,Meta_Facebook,FB_Awareness,Basic Plan,UK
USR_01547,2024-01-19,207.99,Google_Search,GSearch_Competitor,One-Time Purchase,Germany
USR_01847,2024-01-20,271.91,LinkedIn,LinkedIn_Lead,Basic Plan,UK
USR_00300,2024-03-02,394.51,Meta_Facebook,FB_Awareness,Enterprise Plan,Australia
USR_00004,2024-01-13,446.02,Meta_Facebook,FB_Awareness,Enterprise Plan,UK
USR_00342,2024-03-19,222.26,Email,Email_Welcome,Pro Plan,Canada
USR_01419,2024-02-03,455.41,Google_Search,GSearch_Brand,Pro Plan,USA
USR_01494,2024-03-18,185.4,TikTok,TikTok_Promo,One-Time Purchase,India
USR_01982,2024-01-18,341.38,Google_Search,GSearch_Competitor,Basic Plan,Germany
USR_01102,2024-03-22,490.62,Meta_Facebook,FB_Awareness,One-Time Purchase,Germany
USR_01813,2024-03-11,477.11,Email,,Enterprise Plan,UK
USR_01455,2024-01-27,223.48,LinkedIn,LinkedIn_B2B,Enterprise Plan,Australia
USR_00346,2024-03-30,148.7,Google_Search,GSearch_Competitor,Basic Plan,Australia
USR_00438,2024-02-01,311.17,Meta_Facebook,FB_Retargeting,Enterprise Plan,Germany
USR_01185,2024-01-19,43.59,Google_Search,GSearch_Competitor,Basic Plan,Germany
USR_00907,2024-01-25,66.04,Google_Search,,Basic Plan,USA
USR_01153,2024-02-04,336.18,Organic,Organic_SEO,Enterprise Plan,Australia
USR_01597,2024-02-08,25.52,Meta_Facebook,FB_Awareness,Enterprise Plan,Australia
USR_01679,2024-03-27,429.93,Meta_Facebook,FB_Awareness,Pro Plan,USA
USR_01150,2024-03-06,395.19,TikTok,TikTok_Promo,Enterprise Plan,India
USR_00902,2024-02-29,342.42,Organic,Organic_SEO,Enterprise Plan,USA
USR_00976,2024-01-24,28.92,TikTok,TikTok_Promo,Enterprise Plan,Australia
USR_00080,2024-01-21,409.65,LinkedIn,LinkedIn_Lead,Enterprise Plan,Australia
USR_00142,2024-03-07,357.39,Organic,Organic_SEO,One-Time Purchase,Canada
USR_00648,2024-01-19,275.9,Meta_Facebook,,One-Time Purchase,UK
USR_01368,2024-02-20,231.02,Organic,,Enterprise Plan,Germany
USR_01659,2024-03-03,271.17,Google_Search,GSearch_Competitor,Pro Plan,Germany
USR_01525,2024-03-25,122.53,LinkedIn,LinkedIn_B2B,One-Time Purchase,Australia
USR_00615,2024-01-21,346.04,Meta_Facebook,FB_Awareness,Basic Plan,Australia
USR_01774,2024-02-20,336.15,LinkedIn,LinkedIn_Lead,Pro Plan,Canada
USR_00355,2024-02-06,125.96,Google_Search,,Enterprise Plan,Australia
USR_00548,2024-03-18,433.06,Google_Search,GSearch_Brand,Basic Plan,Germany
USR_00581,2024-01-19,151.99,Email,Email_Promo,One-Time Purchase,UK
USR_00510,2024-01-30,113.68,Meta_Facebook,FB_Retargeting,Basic Plan,Australia
USR_00179,2024-02-28,347.39,Meta_Facebook,FB_Awareness,Basic Plan,UK
USR_01689,2024-01-30,181.87,Meta_Facebook,FB_Lookalike,Basic Plan,India
USR_00259,2024-02-27,487.78,Organic,Organic_Direct,Pro Plan,USA
USR_01272,2024-01-18,411.42,Google_Search,GSearch_Competitor,Enterprise Plan,USA
USR_01175,2024-03-20,62.83,Email,Email_Welcome,One-Time Purchase,Canada
USR_00445,2024-02-20,488.06,Google_Search,GSearch_Brand,One-Time Purchase,Canada
USR_00293,2024-03-15,318.75,LinkedIn,LinkedIn_Lead,One-Time Purchase,Canada
USR_00194,2024-01-31,66.37,Google_Search,GSearch_Competitor,Enterprise Plan,USA
USR_01714,2024-02-28,143.52,LinkedIn,LinkedIn_B2B,Pro Plan,Germany
USR_00440,2024-03-25,416.58,TikTok,TikTok_Video1,Basic Plan,India
USR_00828,2024-02-13,377.75,Meta_Facebook,FB_Lookalike,Enterprise Plan,USA
USR_01833,2024-03-26,119.64,LinkedIn,LinkedIn_B2B,Pro Plan,USA
USR_01338,2024-03-13,42.07,TikTok,TikTok_Promo,Enterprise Plan,Germany
USR_00541,2024-01-07,266.88,Email,Email_Promo,Enterprise Plan,Germany
USR_00073,2024-02-10,483.83,TikTok,TikTok_Promo,Enterprise Plan,UK
USR_01529,2024-02-20,28.88,Google_Search,GSearch_Generic,Basic Plan,India
USR_01206,2024-01-15,221.37,Google_Search,GSearch_Brand,Pro Plan,Germany
USR_01737,2024-02-02,211.66,Google_Search,GSearch_Generic,Enterprise Plan,India
USR_01496,2024-03-05,394.62,Organic,Organic_Direct,Basic Plan,UK
USR_00698,2024-03-21,230.44,TikTok,TikTok_Video1,One-Time Purchase,Canada
USR_01366,2024-02-13,71.87,Email,Email_Welcome,Basic Plan,Australia
USR_01503,2024-03-11,435.78,Google_Search,GSearch_Generic,One-Time Purchase,India
USR_00540,2024-03-02,190.79,Meta_Facebook,FB_Lookalike,Basic Plan,USA
USR_00302,2024-01-09,303.17,Organic,Organic_Direct,Pro Plan,Canada
USR_01018,2024-03-10,288.97,Google_Search,GSearch_Generic,Pro Plan,Germany
USR_01746,2024-03-20,355.34,TikTok,TikTok_Promo,Enterprise Plan,USA
USR_01207,2024-01-24,146.31,Google_Search,GSearch_Competitor,Pro Plan,UK
USR_01055,2024-03-06,372.21,TikTok,TikTok_Video1,One-Time Purchase,Canada
USR_00441,2024-02-15,384.34,Meta_Facebook,FB_Lookalike,Enterprise Plan,UK
USR_00221,2024-01-10,483.3,Organic,Organic_SEO,One-Time Purchase,UK
USR_01417,2024-02-05,241.21,TikTok,TikTok_Video1,Enterprise Plan,Canada
USR_01053,2024-01-15,108.83,Meta_Facebook,FB_Lookalike,Enterprise Plan,Canada
USR_00250,2024-01-14,238.55,Google_Search,GSearch_Generic,Pro Plan,India
USR_01117,2024-03-24,332.26,Google_Search,GSearch_Competitor,Basic Plan,Germany
USR_01618,2024-02-25,81.46,LinkedIn,LinkedIn_B2B,Pro Plan,Germany
USR_00486,2024-02-27,266.13,TikTok,TikTok_Video1,Pro Plan,Canada
USR_00571,2024-03-25,179.15,TikTok,TikTok_Promo,Enterprise Plan,USA
USR_00386,2024-01-14,230.69,Google_Search,GSearch_Generic,One-Time Purchase,Germany
USR_00061,2024-01-17,356.69,TikTok,TikTok_Video1,Basic Plan,UK
USR_01628,2024-01-09,69.44,TikTok,TikTok_Promo,Enterprise Plan,Australia
USR_00215,2024-02-09,453.72,TikTok,TikTok_Promo,Basic Plan,USA
USR_00619,2024-03-26,149.61,Meta_Facebook,FB_Lookalike,Pro Plan,USA
USR_01109,2024-02-06,290.47,LinkedIn,LinkedIn_Lead,Basic Plan,Germany
USR_01817,2024-01-28,81.25,Google_Search,GSearch_Competitor,One-Time Purchase,Germany
USR_01316,2024-02-15,383.6,Google_Search,GSearch_Generic,Enterprise Plan,Canada
USR_01538,2024-02-27,157.28,TikTok,TikTok_Promo,Basic Plan,UK
USR_00086,2024-01-29,52.56,Meta_Facebook,FB_Retargeting,Basic Plan,Canada
USR_00677,2024-03-25,296.87,Google_Search,GSearch_Competitor,Enterprise Plan,Germany
USR_00630,2024-01-28,360.79,Meta_Facebook,FB_Awareness,Basic Plan,Canada
USR_00708,2024-02-15,214.87,Google_Search,GSearch_Competitor,One-Time Purchase,Canada
USR_00052,2024-03-21,349.83,Google_Search,GSearch_Brand,Pro Plan,Australia
USR_01654,2024-03-15,375.52,TikTok,,One-Time Purchase,Australia
USR_00271,2024-01-29,469.56,Meta_Facebook,FB_Awareness,One-Time Purchase,Canada
USR_01012,2024-02-04,35.38,Meta_Facebook,FB_Retargeting,One-Time Purchase,Australia
USR_01305,2024-02-14,306.7,TikTok,TikTok_Promo,One-Time Purchase,Canada
USR_00734,2024-02-27,469.17,TikTok,,Pro Plan,India
USR_01405,2024-03-28,336.28,LinkedIn,LinkedIn_B2B,Pro Plan,Canada
USR_01227,2024-03-15,269.76,TikTok,TikTok_Promo,Basic Plan,India
USR_01116,2024-01-30,213.83,Meta_Facebook,FB_Retargeting,Pro Plan,UK
USR_01454,2024-01-20,263.41,Organic,Organic_Direct,Pro Plan,India
USR_01641,2024-03-15,180.46,Organic,Organic_Direct,Pro Plan,Canada
USR_01062,2024-03-16,201.68,Meta_Facebook,FB_Awareness,One-Time Purchase,Germany
USR_01984,2024-03-07,439.92,Meta_Facebook,FB_Awareness,Enterprise Plan,Germany
USR_01136,2024-03-01,444.88,Meta_Facebook,FB_Retargeting,Pro Plan,USA
USR_00199,2024-03-09,459.32,Google_Search,GSearch_Generic,Enterprise Plan,India
USR_01219,2024-02-27,166.46,Google_Search,GSearch_Competitor,One-Time Purchase,Germany
USR_01011,2024-01-10,270.74,Meta_Facebook,FB_Lookalike,Enterprise Plan,Australia
USR_00574,2024-02-24,424.39,Google_Search,GSearch_Competitor,Basic Plan,UK
USR_01037,2024-01-13,178.99,Email,Email_Welcome,One-Time Purchase,UK
USR_01130,2024-01-06,23.54,TikTok,TikTok_Video1,Pro Plan,Australia
USR_01393,2024-03-18,373.1,Meta_Facebook,FB_Retargeting,Pro Plan,UK
USR_01437,2024-01-23,337.68,Meta_Facebook,FB_Lookalike,Basic Plan,UK
USR_01804,2024-02-03,428.38,LinkedIn,LinkedIn_Lead,Enterprise Plan,USA
USR_00853,2024-03-16,261.59,Email,Email_Welcome,Basic Plan,India
USR_01343,2024-03-09,456.96,Organic,Organic_SEO,One-Time Purchase,USA
USR_01647,2024-02-03,150.82,Meta_Facebook,FB_Awareness,Pro Plan,Australia
USR_00529,2024-01-15,435.93,Meta_Facebook,FB_Retargeting,Basic Plan,Canada
USR_01823,2024-03-25,213.46,Google_Search,GSearch_Brand,One-Time Purchase,UK
USR_00320,2024-01-19,126.99,TikTok,TikTok_Promo,Enterprise Plan,USA
USR_00350,2024-02-25,243.4,Meta_Facebook,FB_Retargeting,Basic Plan,USA
USR_00390,2024-03-26,25.72,Meta_Facebook,FB_Awareness,Pro Plan,India
USR_00351,2024-03-27,402.45,TikTok,TikTok_Promo,Basic Plan,UK
USR_01687,2024-01-25,22.64,Email,Email_Promo,Pro Plan,USA
USR_00817,2024-01-14,258.09,TikTok,TikTok_Video1,Basic Plan,USA
USR_00521,2024-01-31,327.63,Meta_Facebook,FB_Awareness,Basic Plan,USA
USR_00339,2024-02-25,431.53,Meta_Facebook,FB_Awareness,One-Time Purchase,Australia
USR_00686,2024-02-11,48.59,Organic,Organic_Direct,Enterprise Plan,India
USR_00018,2024-02-11,349.94,Google_Search,GSearch_Brand,Enterprise Plan,USA
USR_00621,2024-02-08,414.06,TikTok,TikTok_Promo,Enterprise Plan,UK
USR_00835,2024-03-06,38.87,Organic,Organic_Direct,Pro Plan,USA
USR_01899,2024-03-28,38.21,Email,Email_Promo,Pro Plan,Canada
USR_01724,2024-02-03,404.6,TikTok,TikTok_Promo,Enterprise Plan,UK
USR_00192,2024-02-07,397.43,Google_Search,GSearch_Generic,Basic Plan,USA
USR_01427,2024-02-11,321.47,TikTok,TikTok_Promo,Basic Plan,India
USR_01435,2024-01-15,198.08,Meta_Facebook,FB_Lookalike,One-Time Purchase,India
USR_00995,2024-03-24,78.17,Google_Search,GSearch_Brand,Pro Plan,Germany
USR_00600,2024-02-22,20.87,Google_Search,GSearch_Generic,One-Time Purchase,UK
USR_01789,2024-03-03,199.82,LinkedIn,LinkedIn_B2B,Basic Plan,India
USR_01958,2024-01-25,85.52,TikTok,TikTok_Video1,Pro Plan,UK
USR_00742,2024-03-20,127.69,Organic,Organic_SEO,Pro Plan,Canada
USR_01115,2024-01-26,297.02,Meta_Facebook,FB_Awareness,Basic Plan,India
USR_01485,2024-01-19,81.03,TikTok,TikTok_Video1,Pro Plan,USA
USR_01594,2024-01-08,95.88,Meta_Facebook,FB_Lookalike,Basic Plan,USA
USR_00110,2024-01-12,297.28,Google_Search,GSearch_Brand,Pro Plan,Canada
USR_01915,2024-01-11,171.05,Meta_Facebook,FB_Awareness,Basic Plan,UK
USR_00892,2024-02-23,257.56,Google_Search,GSearch_Generic,Enterprise Plan,India
USR_00174,2024-01-05,86.0,Google_Search,GSearch_Generic,Enterprise Plan,Australia
USR_00308,2024-02-25,208.43,Google_Search,,Basic Plan,India
USR_00553,2024-01-30,384.9,LinkedIn,LinkedIn_B2B,Enterprise Plan,USA
USR_00707,2024-03-18,88.14,LinkedIn,LinkedIn_B2B,Basic Plan,India
USR_00053,2024-01-13,313.13,Meta_Facebook,FB_Awareness,Enterprise Plan,Canada
USR_01795,2024-02-27,410.27,Google_Search,GSearch_Competitor,Basic Plan,UK
USR_01586,2024-03-23,435.18,TikTok,TikTok_Video1,Enterprise Plan,India
USR_00887,2024-03-23,333.24,TikTok,TikTok_Promo,Enterprise Plan,Canada
USR_01369,2024-01-12,78.64,Google_Search,GSearch_Generic,One-Time Purchase,Australia
USR_00078,2024-03-05,437.04,TikTok,TikTok_Promo,One-Time Purchase,Germany
USR_01752,2024-02-28,30.34,Google_Search,GSearch_Generic,Basic Plan,Australia
USR_00322,2024-03-24,378.7,Email,Email_Welcome,Basic Plan,India
USR_01489,2024-03-01,152.65,Meta_Facebook,FB_Awareness,Pro Plan,Canada
USR_00554,2024-01-07,410.65,Meta_Facebook,FB_Awareness,One-Time Purchase,India
USR_00235,2024-01-16,340.48,LinkedIn,LinkedIn_Lead,Basic Plan,India
USR_01480,2024-01-30,343.65,Google_Search,GSearch_Generic,Pro Plan,India
USR_01860,2024-02-20,145.94,Email,Email_Retention,Enterprise Plan,Germany
USR_00208,2024-02-14,330.87,LinkedIn,LinkedIn_Lead,Basic Plan,Canada
USR_01415,2024-02-29,315.75,TikTok,TikTok_Promo,Pro Plan,Canada
USR_00839,2024-03-02,358.66,Email,Email_Welcome,Pro Plan,Germany
USR_01951,2024-02-02,89.64,Meta_Facebook,FB_Awareness,Pro Plan,Australia
USR_00935,2024-03-02,82.79,LinkedIn,LinkedIn_Lead,Pro Plan,India
USR_00814,2024-03-08,499.4,TikTok,TikTok_Promo,Enterprise Plan,Germany
USR_00366,2024-01-26,217.77,Google_Search,GSearch_Generic,One-Time Purchase,Australia
USR_01882,2024-03-18,65.4,LinkedIn,LinkedIn_Lead,One-Time Purchase,Germany
USR_01815,2024-01-20,448.9,Meta_Facebook,FB_Awareness,Pro Plan,Germany
USR_01799,2024-01-15,169.14,Google_Search,GSearch_Competitor,Enterprise Plan,Canada
USR_00819,2024-01-25,66.52,Organic,Organic_Direct,Basic Plan,UK
USR_01251,2024-02-15,236.26,Organic,Organic_SEO,Enterprise Plan,USA
USR_01330,2024-03-14,331.34,Organic,,Pro Plan,UK
USR_00334,2024-02-29,299.99,Email,Email_Retention,Basic Plan,Germany
USR_00838,2024-03-03,114.86,Email,Email_Promo,One-Time Purchase,Australia
USR_00371,2024-01-12,435.98,Meta_Facebook,FB_Retargeting,One-Time Purchase,Australia
USR_00190,2024-01-24,417.18,Meta_Facebook,FB_Awareness,Pro Plan,India
USR_00772,2024-03-10,342.66,Google_Search,GSearch_Competitor,Pro Plan,Canada
USR_01609,2024-02-27,280.7,Organic,Organic_Direct,Enterprise Plan,UK
USR_00556,2024-01-14,148.69,LinkedIn,LinkedIn_B2B,Pro Plan,Germany
