session_id,user_id,timestamp,channel,utm_source,utm_medium,utm_campaign,page_visited,session_duration_sec,device
SES_786927,USR_00270,2024-02-20 19:47:00,Meta_Facebook,facebook,cpc,FB_Awareness,/home,370,tablet
SES_802169,USR_00271,2024-01-27 01:04:00,Meta_Facebook,facebook,cpc,FB_Awareness,/product,874,tablet
SES_738088,USR_00271,2024-01-24 06:44:00,LinkedIn,linkedin,cpc,,/blog,449,mobile
SES_695772,USR_00271,2024-01-22 22:05:00,Meta_Facebook,facebook,cpc,FB_Awareness,/blog,504,mobile
SES_121084,USR_00272,2024-01-14 05:50:00,LinkedIn,linkedin,cpc,LinkedIn_B2B,/home,252,tablet
SES_300368,USR_00273,2024-02-29 23:48:00,Email,email,email,Email_Welcome,/checkout,165,desktop
SES_430868,USR_00273,2024-02-28 13:14:00,Meta_Facebook,facebook,cpc,FB_Lookalike,/signup,222,desktop
SES_196901,USR_00273,2024-03-02 15:22:00,Google_Search,google,cpc,GSearch_Generic,/blog,402,desktop
SES_320895,USR_00274,2024-02-29 22:27:00,Google_Search,google,cpc,GSearch_Competitor,/pricing,691,tablet
SES_879230,USR_00274,2024-03-02 08:05:00,Google_Search,google,cpc,GSearch_Competitor,/blog,821,mobile
SES_790311,USR_00274,2024-03-02 20:11:00,Google_Search,,cpc,GSearch_Generic,/about,173,desktop
SES_438031,USR_00274,2024-03-03 22:06:00,Meta_Facebook,facebook,cpc,FB_Lookalike,/checkout,397,mobile
SES_296200,USR_00274,2024-02-29 11:19:00,Meta_Facebook,facebook,cpc,FB_Lookalike,/product,508,tablet
SES_866461,USR_00275,2024-01-10 12:30:00,Email,email,email,Email_Promo,/signup,279,desktop
SES_345684,USR_00275,2024-01-08 16:06:00,TikTok,tiktok,cpc,TikTok_Promo,/about,466,desktop
SES_831519,USR_00276,2024-02-21 16:12:00,Google_Search,google,cpc,GSearch_Brand,/blog,799,mobile
SES_903023,USR_00276,2024-02-23 04:51:00,TikTok,tiktok,cpc,TikTok_Video1,/pricing,499,desktop
SES_415917,USR_00276,2024-02-23 09:05:00,Meta_Facebook,facebook,cpc,FB_Awareness,/product,271,mobile
SES_913284,USR_00276,2024-02-27 11:00:00,Google_Search,google,cpc,GSearch_Brand,/about,193,desktop
SES_595248,USR_00276,2024-02-22 21:24:00,Meta_Facebook,facebook,cpc,FB_Awareness,/signup,504,tablet
SES_396951,USR_00277,2024-01-19 21:46:00,Google_Search,google,cpc,GSearch_Brand,/signup,464,tablet
SES_714915,USR_00277,2024-01-19 00:14:00,Meta_Facebook,facebook,cpc,FB_Lookalike,/blog,212,mobile
SES_181023,USR_00278,2024-02-21 20:14:00,Meta_Facebook,facebook,cpc,FB_Retargeting,/product,541,mobile
SES_288613,USR_00278,2024-02-16 13:09:00,Google_Search,,cpc,GSearch_Generic,/pricing,348,desktop
SES_642479,USR_00278,2024-02-23 03:29:00,Google_Search,google,cpc,GSearch_Generic,/signup,114,desktop
SES_576779,USR_00279,2024-02-21 00:31:00,Google_Search,google,cpc,GSearch_Brand,/checkout,716,desktop
SES_941396,USR_00280,2024-01-11 14:32:00,Meta_Facebook,facebook,cpc,FB_Awareness,/pricing,829,desktop
SES_544664,USR_00280,2024-01-12 17:48:00,Email,email,email,Email_Promo,/about,720,mobile
SES_952319,USR_00280,2024-01-09 19:46:00,Google_Search,google,cpc,GSearch_Competitor,/signup,495,desktop
SES_484936,USR_00280,2024-01-07 01:56:00,Meta_Facebook,facebook,cpc,FB_Retargeting,/blog,732,desktop
SES_474221,USR_00281,2024-02-29 13:01:00,TikTok,tiktok,cpc,TikTok_Video1,/about,362,desktop
SES_515461,USR_00281,2024-02-24 07:11:00,TikTok,tiktok,cpc,TikTok_Promo,/home,577,mobile
SES_580280,USR_00281,2024-02-26 22:39:00,LinkedIn,linkedin,cpc,LinkedIn_Lead,/product,875,tablet
SES_858970,USR_00282,2024-03-20 20:51:00,Google_Search,google,cpc,GSearch_Generic,/home,421,tablet
SES_123470,USR_00282,2024-03-14 05:47:00,Meta_Facebook,facebook,cpc,FB_Awareness,/pricing,768,tablet
SES_698626,USR_00282,2024-03-14 08:19:00,Email,email,email,Email_Promo,/blog,556,tablet
SES_897671,USR_00282,2024-03-16 13:17:00,TikTok,tiktok,cpc,TikTok_Video1,/checkout,735,mobile
SES_811152,USR_00282,2024-03-17 09:17:00,Meta_Facebook,facebook,cpc,FB_Retargeting,/home,446,mobile
SES_433614,USR_00283,2024-02-25 03:14:00,Google_Search,google,cpc,GSearch_Generic,/product,48,tablet
SES_444721,USR_00284,2024-01-30 17:24:00,TikTok,tiktok,cpc,TikTok_Promo,/about,601,mobile
SES_995857,USR_00284,2024-02-03 23:31:00,Meta_Facebook,facebook,cpc,FB_Lookalike,/product,575,tablet
SES_699065,USR_00284,2024-01-31 02:40:00,TikTok,tiktok,cpc,TikTok_Promo,/about,604,desktop
SES_263473,USR_00285,2024-02-01 19:37:00,Meta_Facebook,facebook,cpc,FB_Lookalike,/product,669,desktop
SES_880195,USR_00286,2024-03-02 15:15:00,Organic,organic,organic,Organic_SEO,/about,580,mobile
SES_216006,USR_00286,2024-03-02 18:18:00,TikTok,,cpc,TikTok_Video1,/product,192,tablet
SES_728357,USR_00286,2024-03-02 08:20:00,TikTok,tiktok,cpc,TikTok_Promo,/signup,401,tablet
SES_336033,USR_00286,2024-02-26 12:31:00,TikTok,tiktok,cpc,TikTok_Promo,/signup,505,desktop
SES_970177,USR_00286,2024-03-03 10:48:00,Google_Search,google,cpc,,/about,701,mobile
SES_335082,USR_00287,2024-02-25 04:39:00,Organic,organic,organic,,/blog,545,mobile
SES_755879,USR_00288,2024-03-20 15:43:00,Organic,organic,organic,Organic_Direct,/home,409,mobile
SES_486991,USR_00288,2024-03-20 23:55:00,TikTok,tiktok,cpc,TikTok_Video1,/product,209,desktop
SES_705659,USR_00288,2024-03-17 14:29:00,Meta_Facebook,,cpc,,/product,730,tablet
SES_216556,USR_00288,2024-03-21 19:53:00,Organic,organic,organic,Organic_SEO,/pricing,193,mobile
SES_809752,USR_00288,2024-03-21 13:55:00,LinkedIn,,cpc,,/blog,511,desktop
SES_778522,USR_00289,2024-02-27 17:45:00,Email,email,email,Email_Retention,/home,479,desktop
SES_851435,USR_00290,2024-02-13 16:40:00,Email,email,email,Email_Retention,/checkout,480,desktop
SES_277160,USR_00291,2024-01-16 11:26:00,Email,email,email,Email_Retention,/checkout,377,mobile
SES_843527,USR_00292,2024-03-05 15:48:00,Google_Search,google,cpc,GSearch_Generic,/product,805,desktop
SES_370450,USR_00292,2024-03-07 18:17:00,Google_Search,google,cpc,GSearch_Generic,/blog,66,mobile
SES_421559,USR_00293,2024-03-11 22:10:00,Google_Search,google,cpc,GSearch_Generic,/blog,679,desktop
SES_234797,USR_00293,2024-03-14 04:38:00,LinkedIn,linkedin,cpc,LinkedIn_Lead,/pricing,423,desktop
SES_856169,USR_00294,2024-01-07 16:47:00,TikTok,tiktok,cpc,TikTok_Video1,/signup,559,desktop
SES_715656,USR_00294,2024-01-11 16:20:00,TikTok,tiktok,cpc,TikTok_Video1,/blog,413,desktop
SES_458997,USR_00295,2024-01-29 07:19:00,Google_Search,,cpc,GSearch_Generic,/product,259,mobile
SES_581633,USR_00295,2024-01-26 18:58:00,TikTok,tiktok,cpc,TikTok_Video1,/checkout,42,tablet
SES_203641,USR_00295,2024-01-25 10:32:00,LinkedIn,linkedin,cpc,LinkedIn_Lead,/home,307,tablet
SES_356578,USR_00295,2024-01-23 08:51:00,Organic,organic,organic,Organic_SEO,/checkout,217,tablet
SES_879207,USR_00296,2024-02-06 06:46:00,Google_Search,google,cpc,GSearch_Competitor,/signup,95,mobile
SES_600466,USR_00296,2024-02-03 14:06:00,Google_Search,google,cpc,GSearch_Brand,/blog,830,mobile
SES_668714,USR_00297,2024-01-13 18:13:00,Meta_Facebook,,cpc,FB_Lookalike,/blog,528,desktop
SES_773843,USR_00297,2024-01-10 06:37:00,TikTok,tiktok,cpc,TikTok_Video1,/signup,680,tablet
SES_616533,USR_00297,2024-01-17 20:11:00,Organic,organic,organic,Organic_Direct,/pricing,549,desktop
SES_688528,USR_00298,2024-02-10 16:19:00,Google_Search,google,cpc,GSearch_Competitor,/checkout,480,mobile
SES_619871,USR_00298,2024-02-08 05:11:00,Meta_Facebook,facebook,cpc,FB_Lookalike,/home,808,desktop
SES_962514,USR_00298,2024-02-10 05:12:00,Google_Search,google,cpc,GSearch_Generic,/signup,141,mobile
SES_207916,USR_00298,2024-02-09 21:19:00,Meta_Facebook,facebook,cpc,FB_Lookalike,/blog,245,tablet
SES_993761,USR_00298,2024-02-08 05:39:00,Meta_Facebook,facebook,cpc,FB_Retargeting,/checkout,190,desktop
SES_997830,USR_00299,2024-03-07 09:23:00,LinkedIn,linkedin,cpc,LinkedIn_Lead,/product,343,desktop
SES_512658,USR_00299,2024-03-06 13:00:00,Email,email,email,Email_Promo,/signup,443,mobile
SES_120425,USR_00299,2024-03-07 22:12:00,Meta_Facebook,facebook,cpc,FB_Retargeting,/product,707,tablet
SES_500982,USR_00299,2024-03-05 10:35:00,Google_Search,,cpc,GSearch_Generic,/blog,786,mobile
SES_354948,USR_00299,2024-03-04 05:20:00,TikTok,tiktok,cpc,TikTok_Promo,/checkout,521,tablet
SES_610699,USR_00300,2024-03-01 07:17:00,LinkedIn,linkedin,cpc,LinkedIn_Lead,/blog,630,desktop
SES_559406,USR_00300,2024-03-01 09:07:00,Google_Search,google,cpc,GSearch_Competitor,/about,167,tablet
SES_257726,USR_00300,2024-03-02 18:19:00,Meta_Facebook,facebook,cpc,FB_Awareness,/blog,234,tablet
SES_373383,USR_00300,2024-03-02 17:33:00,Meta_Facebook,facebook,cpc,FB_Lookalike,/signup,328,tablet
SES_874958,USR_00300,2024-03-01 10:54:00,Google_Search,google,cpc,GSearch_Brand,/pricing,821,desktop
SES_838260,USR_00301,2024-01-29 08:16:00,Meta_Facebook,facebook,cpc,FB_Lookalike,/blog,795,mobile
SES_936865,USR_00301,2024-01-26 01:53:00,Google_Search,google,cpc,GSearch_Generic,/blog,91,tablet
SES_702737,USR_00302,2024-01-09 10:40:00,Organic,organic,organic,Organic_Direct,/home,782,mobile
SES_987409,USR_00302,2024-01-04 02:36:00,Organic,organic,organic,Organic_SEO,/about,654,tablet
SES_874831,USR_00302,2024-01-06 04:41:00,LinkedIn,linkedin,cpc,LinkedIn_Lead,/pricing,104,mobile
SES_122527,USR_00303,2024-02-20 12:36:00,Meta_Facebook,facebook,cpc,FB_Awareness,/pricing,36,tablet
SES_997135,USR_00303,2024-02-19 07:37:00,Google_Search,google,cpc,GSearch_Brand,/checkout,816,desktop
SES_471872,USR_00303,2024-02-20 22:55:00,TikTok,tiktok,cpc,TikTok_Video1,/blog,186,mobile
SES_985730,USR_00303,2024-02-15 01:49:00,Google_Search,google,cpc,GSearch_Brand,/product,583,desktop
SES_311499,USR_00303,2024-02-14 09:10:00,Meta_Facebook,facebook,cpc,FB_Lookalike,/about,307,mobile
SES_126658,USR_00304,2024-02-15 14:55:00,Google_Search,google,cpc,GSearch_Generic,/checkout,787,mobile
SES_498988,USR_00304,2024-02-21 18:52:00,Google_Search,google,cpc,GSearch_Generic,/home,125,mobile
SES_734229,USR_00305,2024-03-16 11:47:00,Google_Search,google,cpc,GSearch_Brand,/pricing,455,mobile
SES_579150,USR_00305,2024-03-18 00:00:00,Organic,organic,organic,Organic_Direct,/about,852,desktop
SES_977170,USR_00305,2024-03-21 02:27:00,Organic,organic,organic,Organic_SEO,/signup,697,desktop
SES_594258,USR_00305,2024-03-18 00:17:00,Organic,organic,organic,Organic_SEO,/checkout,692,desktop
SES_643814,USR_00305,2024-03-15 04:08:00,Google_Search,google,cpc,,/checkout,511,mobile
SES_963240,USR_00306,2024-03-20 05:26:00,Email,email,email,Email_Retention,/product,208,tablet
SES_313990,USR_00307,2024-01-29 09:25:00,Email,email,email,,/checkout,412,desktop
SES_135885,USR_00307,2024-01-29 23:55:00,Google_Search,google,cpc,GSearch_Brand,/product,447,mobile
SES_540279,USR_00308,2024-02-20 02:07:00,Google_Search,google,cpc,GSearch_Brand,/about,505,desktop
SES_599377,USR_00308,2024-02-25 15:57:00,Google_Search,google,cpc,,/pricing,161,desktop
SES_993353,USR_00308,2024-02-23 18:12:00,Organic,organic,organic,Organic_SEO,/product,254,tablet
SES_199393,USR_00308,2024-02-20 22:25:00,Email,email,email,Email_Welcome,/pricing,659,mobile
SES_844971,USR_00308,2024-02-21 14:42:00,Google_Search,google,cpc,GSearch_Brand,/blog,562,tablet
SES_992074,USR_00309,2024-02-06 01:47:00,Meta_Facebook,facebook,cpc,FB_Lookalike,/signup,424,tablet
SES_975958,USR_00309,2024-02-04 07:10:00,LinkedIn,,cpc,LinkedIn_B2B,/about,360,mobile
SES_705239,USR_00309,2024-02-11 12:28:00,Meta_Facebook,facebook,cpc,FB_Lookalike,/product,494,tablet
SES_639482,USR_00309,2024-02-08 10:21:00,Meta_Facebook,facebook,cpc,FB_Retargeting,/product,291,desktop
SES_459006,USR_00309,2024-02-11 16:16:00,LinkedIn,linkedin,cpc,LinkedIn_Lead,/home,830,desktop
SES_847315,USR_00310,2024-01-06 09:08:00,Google_Search,google,cpc,GSearch_Generic,/signup,385,desktop
SES_291482,USR_00310,2024-01-11 12:52:00,Meta_Facebook,facebook,cpc,FB_Retargeting,/blog,229,mobile
SES_730127,USR_00310,2024-01-07 04:36:00,LinkedIn,linkedin,cpc,LinkedIn_B2B,/signup,573,tablet
SES_656657,USR_00310,2024-01-04 05:23:00,Email,email,email,Email_Promo,/product,132,tablet
SES_739280,USR_00311,2024-03-23 13:54:00,Email,email,email,Email_Retention,/product,315,mobile
SES_590737,USR_00311,2024-03-26 10:08:00,Google_Search,google,cpc,GSearch_Competitor,/checkout,337,mobile
SES_162099,USR_00312,2024-02-06 13:08:00,Google_Search,google,cpc,GSearch_Competitor,/product,522,mobile
SES_467428,USR_00313,2024-02-22 02:14:00,TikTok,tiktok,cpc,TikTok_Promo,/pricing,173,desktop
SES_388851,USR_00313,2024-02-21 10:00:00,LinkedIn,linkedin,cpc,LinkedIn_B2B,/checkout,150,tablet
SES_962181,USR_00314,2024-03-09 03:34:00,LinkedIn,linkedin,cpc,LinkedIn_Lead,/checkout,654,desktop
SES_142961,USR_00314,2024-03-10 12:53:00,Google_Search,google,cpc,GSearch_Competitor,/pricing,145,tablet
SES_933047,USR_00314,2024-03-15 15:48:00,Meta_Facebook,facebook,cpc,FB_Retargeting,/pricing,260,tablet
SES_553485,USR_00315,2024-01-17 13:03:00,Google_Search,google,cpc,GSearch_Competitor,/checkout,137,desktop
SES_206043,USR_00316,2024-02-07 22:51:00,Meta_Facebook,facebook,cpc,FB_Lookalike,/about,278,tablet
SES_918855,USR_00316,2024-02-09 22:31:00,Google_Search,google,cpc,GSearch_Generic,/blog,651,tablet
SES_978922,USR_00316,2024-02-08 20:06:00,TikTok,,cpc,TikTok_Promo,/blog,127,mobile
SES_926420,USR_00317,2024-02-22 14:54:00,Email,email,email,Email_Retention,/about,617,tablet
SES_694469,USR_00317,2024-02-16 05:01:00,Organic,organic,organic,,/checkout,366,mobile
SES_469495,USR_00318,2024-02-22 07:17:00,LinkedIn,linkedin,cpc,LinkedIn_Lead,/about,832,mobile
SES_319551,USR_00318,2024-02-27 17:49:00,Meta_Facebook,facebook,cpc,FB_Awareness,/signup,590,tablet
SES_624116,USR_00318,2024-02-27 02:21:00,LinkedIn,linkedin,cpc,LinkedIn_Lead,/pricing,661,tablet
SES_752004,USR_00319,2024-02-14 15:40:00,Google_Search,,cpc,GSearch_Competitor,/product,804,desktop
SES_559034,USR_00319,2024-02-13 11:48:00,Google_Search,google,cpc,GSearch_Competitor,/product,202,desktop
SES_517303,USR_00320,2024-01-18 19:44:00,TikTok,tiktok,cpc,TikTok_Promo,/home,233,mobile
SES_516029,USR_00321,2024-03-23 04:58:00,Email,email,email,Email_Welcome,/about,136,tablet
SES_674606,USR_00322,2024-03-20 04:42:00,Meta_Facebook,facebook,cpc,,/pricing,56,desktop
SES_779367,USR_00322,2024-03-22 06:09:00,Email,email,email,Email_Welcome,/home,333,mobile
SES_678002,USR_00322,2024-03-19 18:12:00,Email,email,email,Email_Promo,/about,220,tablet
SES_488212,USR_00323,2024-02-27 11:57:00,LinkedIn,linkedin,cpc,LinkedIn_Lead,/product,357,tablet
SES_836556,USR_00323,2024-02-26 07:50:00,Google_Search,google,cpc,GSearch_Competitor,/blog,622,mobile
SES_966431,USR_00323,2024-02-22 19:14:00,Organic,organic,organic,Organic_Direct,/checkout,386,tablet
SES_559140,USR_00323,2024-02-24 15:37:00,Meta_Facebook,facebook,cpc,FB_Awareness,/about,96,mobile
SES_840618,USR_00323,2024-02-21 04:04:00,TikTok,tiktok,cpc,TikTok_Video1,/checkout,392,mobile
SES_838425,USR_00324,2024-03-17 04:25:00,Organic,organic,organic,Organic_SEO,/product,707,desktop
SES_937200,USR_00324,2024-03-17 16:26:00,Meta_Facebook,facebook,cpc,FB_Awareness,/product,814,tablet
SES_715983,USR_00324,2024-03-18 03:49:00,Email,,email,Email_Retention,/home,658,mobile
SES_288052,USR_00325,2024-02-24 05:01:00,LinkedIn,linkedin,cpc,LinkedIn_B2B,/checkout,536,tablet
SES_818644,USR_00325,2024-02-23 12:51:00,Meta_Facebook,facebook,cpc,FB_Retargeting,/about,420,tablet
SES_286028,USR_00325,2024-02-29 22:27:00,Google_Search,google,cpc,GSearch_Generic,/pricing,541,mobile
SES_763756,USR_00325,2024-02-24 02:21:00,Google_Search,google,cpc,GSearch_Brand,/about,799,mobile
SES_815873,USR_00325,2024-02-26 11:06:00,Google_Search,,cpc,GSearch_Competitor,/product,31,tablet
SES_493044,USR_00326,2024-01-06 02:11:00,Meta_Facebook,facebook,cpc,FB_Retargeting,/product,681,tablet
SES_728850,USR_00327,2024-01-27 11:36:00,Organic,organic,organic,Organic_SEO,/product,481,tablet
SES_663703,USR_00327,2024-01-26 03:51:00,Meta_Facebook,,cpc,,/pricing,328,mobile
SES_732819,USR_00327,2024-01-29 04:39:00,TikTok,tiktok,cpc,TikTok_Video1,/pricing,495,tablet
SES_358182,USR_00327,2024-01-30 11:09:00,LinkedIn,linkedin,cpc,LinkedIn_B2B,/product,867,desktop
SES_842011,USR_00328,2024-02-21 18:06:00,Meta_Facebook,facebook,cpc,FB_Lookalike,/signup,562,mobile
SES_396287,USR_00328,2024-02-26 10:08:00,Organic,organic,organic,Organic_Direct,/about,811,mobile
SES_209385,USR_00329,2024-03-27 10:35:00,Meta_Facebook,,cpc,,/about,654,desktop
SES_653176,USR_00329,2024-03-25 01:12:00,Meta_Facebook,facebook,cpc,FB_Lookalike,/home,344,tablet
SES_417661,USR_00329,2024-03-23 12:12:00,TikTok,tiktok,cpc,,/pricing,580,mobile
SES_203442,USR_00330,2024-03-08 14:11:00,Meta_Facebook,facebook,cpc,FB_Awareness,/product,759,desktop
SES_116350,USR_00330,2024-03-07 01:59:00,LinkedIn,linkedin,cpc,LinkedIn_Lead,/about,240,tablet
SES_971685,USR_00330,2024-03-07 10:11:00,Organic,organic,organic,Organic_SEO,/about,876,mobile
SES_358131,USR_00330,2024-03-11 19:42:00,Organic,,organic,Organic_Direct,/pricing,462,tablet
SES_823812,USR_00331,2024-03-25 00:26:00,Google_Search,google,cpc,GSearch_Competitor,/signup,453,desktop
SES_729281,USR_00331,2024-03-25 00:40:00,Email,email,email,Email_Welcome,/checkout,434,mobile
SES_220878,USR_00331,2024-03-28 05:57:00,Google_Search,google,cpc,GSearch_Competitor,/signup,530,mobile
SES_813981,USR_00331,2024-03-23 22:59:00,Meta_Facebook,facebook,cpc,FB_Retargeting,/checkout,437,desktop
SES_514089,USR_00331,2024-03-25 06:05:00,Google_Search,google,cpc,GSearch_Competitor,/blog,896,desktop
SES_506914,USR_00332,2024-01-17 05:05:00,Meta_Facebook,facebook,cpc,,/signup,740,mobile
SES_726001,USR_00332,2024-01-20 01:42:00,Meta_Facebook,facebook,cpc,FB_Lookalike,/blog,815,mobile
SES_284055,USR_00333,2024-02-10 11:29:00,TikTok,tiktok,cpc,TikTok_Video1,/product,689,mobile
SES_757681,USR_00333,2024-02-16 06:21:00,Meta_Facebook,facebook,cpc,FB_Lookalike,/checkout,768,desktop
SES_250327,USR_00334,2024-02-27 17:20:00,Email,email,email,Email_Retention,/home,144,tablet
SES_140296,USR_00335,2024-02-22 04:57:00,TikTok,tiktok,cpc,TikTok_Video1,/home,730,mobile
SES_335424,USR_00336,2024-02-18 20:02:00,TikTok,tiktok,cpc,TikTok_Promo,/blog,588,mobile
SES_349214,USR_00337,2024-03-07 21:31:00,Google_Search,google,cpc,GSearch_Competitor,/blog,286,desktop
SES_866486,USR_00338,2024-03-04 05:24:00,Meta_Facebook,facebook,cpc,FB_Lookalike,/pricing,194,desktop
SES_845208,USR_00338,2024-03-02 17:54:00,Meta_Facebook,facebook,cpc,FB_Lookalike,/product,441,mobile
SES_869077,USR_00338,2024-03-07 14:28:00,Google_Search,google,cpc,GSearch_Generic,/about,504,desktop
SES_357957,USR_00338,2024-03-07 06:45:00,Meta_Facebook,facebook,cpc,FB_Lookalike,/product,612,mobile
SES_511911,USR_00339,2024-02-23 04:30:00,Meta_Facebook,facebook,cpc,FB_Lookalike,/home,585,tablet
SES_454086,USR_00339,2024-02-23 17:56:00,Meta_Facebook,facebook,cpc,FB_Awareness,/product,705,desktop
SES_694954,USR_00339,2024-02-22 21:11:00,Google_Search,,cpc,GSearch_Generic,/pricing,793,tablet
SES_357633,USR_00339,2024-02-18 23:08:00,TikTok,tiktok,cpc,TikTok_Video1,/signup,528,desktop
SES_155315,USR_00339,2024-02-16 10:54:00,TikTok,,cpc,,/home,350,desktop
SES_711790,USR_00340,2024-01-23 14:30:00,Meta_Facebook,facebook,cpc,FB_Retargeting,/pricing,750,mobile
SES_271187,USR_00340,2024-01-24 13:07:00,Meta_Facebook,facebook,cpc,FB_Awareness,/blog,663,desktop
SES_218867,USR_00341,2024-03-19 21:09:00,TikTok,tiktok,cpc,TikTok_Promo,/about,129,mobile
SES_120923,USR_00341,2024-03-14 18:44:00,Email,email,email,Email_Promo,/signup,401,desktop
SES_694315,USR_00342,2024-03-16 11:56:00,Meta_Facebook,facebook,cpc,FB_Retargeting,/pricing,117,desktop
SES_256747,USR_00342,2024-03-15 03:59:00,Google_Search,google,cpc,GSearch_Competitor,/signup,714,mobile
SES_618782,USR_00342,2024-03-19 00:39:00,Google_Search,google,cpc,GSearch_Brand,/blog,457,mobile
SES_124583,USR_00342,2024-03-19 15:20:00,Email,email,email,Email_Welcome,/product,83,tablet
SES_142420,USR_00342,2024-03-17 08:47:00,LinkedIn,linkedin,cpc,LinkedIn_Lead,/signup,702,desktop
SES_417414,USR_00343,2024-02-12 12:12:00,Google_Search,,cpc,GSearch_Competitor,/about,419,desktop
SES_526974,USR_00344,2024-02-10 22:21:00,Meta_Facebook,facebook,cpc,FB_Awareness,/product,384,tablet
SES_804441,USR_00345,2024-03-14 02:51:00,Meta_Facebook,,cpc,FB_Lookalike,/checkout,356,tablet
SES_178029,USR_00345,2024-03-12 05:23:00,Google_Search,google,cpc,GSearch_Brand,/home,187,tablet
SES_946186,USR_00345,2024-03-14 10:55:00,LinkedIn,,cpc,,/blog,102,mobile
SES_227903,USR_00346,2024-03-28 01:45:00,TikTok,tiktok,cpc,TikTok_Promo,/product,234,tablet
SES_930045,USR_00346,2024-03-22 21:14:00,Google_Search,google,cpc,,/product,81,tablet
SES_306883,USR_00346,2024-03-22 22:31:00,Meta_Facebook,facebook,cpc,FB_Awareness,/blog,753,mobile
SES_564012,USR_00346,2024-03-28 05:32:00,Google_Search,google,cpc,GSearch_Competitor,/home,111,mobile
SES_230034,USR_00346,2024-03-24 22:48:00,Google_Search,google,cpc,GSearch_Competitor,/home,222,mobile
SES_771712,USR_00347,2024-02-01 09:13:00,Meta_Facebook,facebook,cpc,FB_Awareness,/about,286,desktop
SES_395120,USR_00347,2024-02-02 05:04:00,Meta_Facebook,facebook,cpc,FB_Awareness,/home,94,desktop
SES_183835,USR_00347,2024-02-04 21:48:00,Organic,organic,organic,Organic_SEO,/checkout,486,mobile
SES_434562,USR_00348,2024-02-15 14:22:00,TikTok,tiktok,cpc,TikTok_Video1,/checkout,860,desktop
SES_339192,USR_00349,2024-03-08 18:10:00,LinkedIn,linkedin,cpc,LinkedIn_Lead,/home,737,desktop
SES_522829,USR_00349,2024-03-10 14:55:00,Meta_Facebook,facebook,cpc,FB_Lookalike,/about,493,mobile
SES_246205,USR_00349,2024-03-06 10:24:00,LinkedIn,linkedin,cpc,,/signup,677,mobile
SES_292843,USR_00350,2024-02-16 06:06:00,Meta_Facebook,facebook,cpc,FB_Awareness,/home,430,desktop
SES_418266,USR_00350,2024-02-18 17:17:00,Google_Search,,cpc,GSearch_Brand,/product,224,desktop
SES_470534,USR_00350,2024-02-23 03:04:00,Meta_Facebook,facebook,cpc,FB_Retargeting,/pricing,752,desktop
SES_536569,USR_00350,2024-02-20 15:00:00,Google_Search,google,cpc,GSearch_Competitor,/pricing,676,mobile
SES_655364,USR_00351,2024-03-25 09:21:00,TikTok,tiktok,cpc,TikTok_Promo,/checkout,412,tablet
SES_537256,USR_00351,2024-03-23 07:13:00,Meta_Facebook,,cpc,FB_Lookalike,/pricing,734,mobile
SES_705258,USR_00351,2024-03-26 10:44:00,TikTok,tiktok,cpc,TikTok_Promo,/product,160,desktop
SES_120339,USR_00352,2024-02-02 10:32:00,Email,email,email,Email_Welcome,/home,423,mobile
SES_863181,USR_00352,2024-02-04 08:04:00,Google_Search,google,cpc,GSearch_Generic,/about,428,mobile
SES_358563,USR_00352,2024-02-03 07:40:00,LinkedIn,linkedin,cpc,LinkedIn_Lead,/home,365,desktop
SES_429429,USR_00352,2024-02-06 19:56:00,TikTok,tiktok,cpc,TikTok_Promo,/blog,234,tablet
SES_304412,USR_00352,2024-02-02 16:51:00,Organic,organic,organic,Organic_SEO,/blog,319,mobile
SES_783288,USR_00353,2024-02-24 20:48:00,Google_Search,google,cpc,,/about,110,desktop
SES_264603,USR_00353,2024-03-02 19:28:00,LinkedIn,linkedin,cpc,LinkedIn_B2B,/signup,351,mobile
SES_270814,USR_00353,2024-02-28 18:08:00,Meta_Facebook,facebook,cpc,FB_Retargeting,/pricing,47,mobile
SES_972210,USR_00353,2024-02-24 23:24:00,Email,email,email,Email_Retention,/blog,56,tablet
SES_396651,USR_00354,2024-02-17 10:36:00,Google_Search,google,cpc,,/signup,612,mobile
SES_246707,USR_00354,2024-02-11 04:06:00,LinkedIn,linkedin,cpc,LinkedIn_B2B,/blog,197,tablet
SES_532686,USR_00354,2024-02-14 10:48:00,Google_Search,google,cpc,GSearch_Generic,/home,534,desktop
SES_674721,USR_00354,2024-02-11 02:52:00,Meta_Facebook,facebook,cpc,FB_Awareness,/product,489,mobile
SES_774132,USR_00355,2024-02-06 22:14:00,Google_Search,google,cpc,,/about,73,mobile
SES_892684,USR_00356,2024-02-01 20:42:00,Organic,organic,organic,Organic_SEO,/about,49,tablet
SES_171262,USR_00356,2024-02-03 01:12:00,Meta_Facebook,facebook,cpc,FB_Awareness,/blog,66,mobile
SES_633881,USR_00357,2024-03-22 05:25:00,Google_Search,,cpc,GSearch_Competitor,/product,185,tablet
SES_507287,USR_00357,2024-03-15 05:53:00,Organic,organic,organic,Organic_Direct,/product,802,tablet
SES_573589,USR_00358,2024-02-15 00:28:00,Meta_Facebook,facebook,cpc,FB_Lookalike,/blog,697,tablet
SES_878896,USR_00358,2024-02-18 06:12:00,Google_Search,,cpc,GSearch_Brand,/signup,613,tablet
SES_418107,USR_00358,2024-02-16 11:29:00,Email,email,email,Email_Retention,/home,693,tablet
