date,channel,campaign,amount_spent_usd,clicks,impressions,cpc
2024-01-27,TikTok,TikTok_Video1,1137.09,1095,41610,1.038
2024-01-27,TikTok,TikTok_Promo,1354.52,882,34398,1.536
2024-01-27,LinkedIn,LinkedIn_B2B,1237.33,532,15960,2.326
2024-01-27,LinkedIn,LinkedIn_Lead,1296.2,599,19767,2.164
2024-01-27,Email,Email_Welcome,288.4,130,5200,2.218
2024-01-27,Email,Email_Promo,66.78,25,375,2.671
2024-01-27,Email,Email_Retention,157.97,66,2178,2.393
2024-01-27,Organic,Organic_SEO,0.0,334,4342,0.0
2024-01-27,Organic,Organic_Direct,0.0,337,15165,0.0
2024-01-28,Google_Search,GSearch_Brand,1324.11,1643,52576,0.806
2024-01-28,Google_Search,GSearch_Generic,2684.02,940,34780,2.855
2024-01-28,Google_Search,GSearch_Competitor,2670.23,1159,32452,2.304
2024-01-28,Meta_Facebook,FB_Retargeting,1320.7,957,44022,1.38
2024-01-28,Meta_Facebook,FB_Lookalike,1162.6,1310,52400,0.887
2024-01-28,Meta_Facebook,FB_Awareness,681.22,884,39780,0.771
2024-01-28,TikTok,TikTok_Video1,677.83,281,12926,2.412
2024-01-28,TikTok,TikTok_Promo,494.01,314,14130,1.573
2024-01-28,LinkedIn,LinkedIn_B2B,2446.55,960,47040,2.548
2024-01-28,LinkedIn,LinkedIn_Lead,1817.45,960,46080,1.893
2024-01-28,Email,Email_Welcome,282.27,109,2943,2.59
2024-01-28,Email,Email_Promo,57.24,48,1392,1.193
2024-01-28,Email,Email_Retention,280.38,203,4263,1.381
2024-01-28,Organic,Organic_SEO,0.0,339,11865,0.0
2024-01-28,Organic,Organic_Direct,0.0,429,21450,0.0
2024-01-29,Google_Search,GSearch_Brand,2929.53,4016,172688,0.729
2024-01-29,Google_Search,GSearch_Generic,1037.83,669,20739,1.551
2024-01-29,Google_Search,GSearch_Competitor,893.52,698,20940,1.28
2024-01-29,Meta_Facebook,FB_Retargeting,1620.62,844,12660,1.92
2024-01-29,Meta_Facebook,FB_Lookalike,1801.68,2026,99274,0.889
2024-01-29,Meta_Facebook,FB_Awareness,384.6,546,20748,0.704
2024-01-29,TikTok,TikTok_Video1,1060.52,618,23484,1.716
2024-01-29,TikTok,TikTok_Promo,738.44,710,29820,1.04
2024-01-29,LinkedIn,LinkedIn_B2B,639.02,405,11340,1.578
2024-01-29,LinkedIn,LinkedIn_Lead,1824.26,920,39560,1.983
2024-01-29,Email,Email_Welcome,216.78,353,12355,0.614
2024-01-29,Email,Email_Promo,296.11,464,10672,0.638
2024-01-29,Email,Email_Retention,125.35,121,2178,1.036
2024-01-29,Organic,Organic_SEO,0.0,198,5940,0.0
2024-01-29,Organic,Organic_Direct,0.0,304,11248,0.0
2024-01-30,Google_Search,GSearch_Brand,939.24,647,15528,1.452
2024-01-30,Google_Search,GSearch_Generic,1750.66,677,21664,2.586
2024-01-30,Google_Search,GSearch_Competitor,680.19,256,3072,2.657
2024-01-30,Meta_Facebook,FB_Retargeting,1041.57,631,8834,1.651
2024-01-30,Meta_Facebook,FB_Lookalike,1765.59,910,41860,1.94
2024-01-30,Meta_Facebook,FB_Awareness,987.52,470,13160,2.101
2024-01-30,TikTok,TikTok_Video1,349.73,633,18990,0.552
2024-01-30,TikTok,TikTok_Promo,423.44,147,5733,2.881
2024-01-30,LinkedIn,LinkedIn_B2B,2147.25,767,11505,2.8
2024-01-30,LinkedIn,LinkedIn_Lead,1317.09,1722,63714,0.765
2024-01-30,Email,Email_Welcome,197.22,108,3780,1.826
2024-01-30,Email,Email_Promo,267.63,113,2712,2.368
2024-01-30,Email,Email_Retention,133.27,144,6048,0.925
2024-01-30,Organic,Organic_SEO,0.0,321,13482,0.0
2024-01-30,Organic,Organic_Direct,0.0,447,14304,0.0
2024-01-31,Google_Search,GSearch_Brand,1377.75,475,9025,2.901
2024-01-31,Google_Search,GSearch_Generic,1090.67,1259,27698,0.866
2024-01-31,Google_Search,GSearch_Competitor,933.75,1058,14812,0.883
2024-01-31,Meta_Facebook,FB_Retargeting,601.15,247,10127,2.434
2024-01-31,Meta_Facebook,FB_Lookalike,1088.72,570,26790,1.91
2024-01-31,Meta_Facebook,FB_Awareness,1063.14,378,17388,2.813
2024-01-31,TikTok,TikTok_Video1,1035.89,349,10470,2.968
2024-01-31,TikTok,TikTok_Promo,1323.52,639,12141,2.071
2024-01-31,LinkedIn,LinkedIn_B2B,1323.5,791,39550,1.673
2024-01-31,LinkedIn,LinkedIn_Lead,1035.92,872,11336,1.188
2024-01-31,Email,Email_Welcome,137.99,201,7839,0.687
2024-01-31,Email,Email_Promo,162.98,253,7084,0.644
2024-01-31,Email,Email_Retention,69.18,26,390,2.661
2024-01-31,Organic,Organic_SEO,0.0,309,10506,0.0
2024-01-31,Organic,Organic_Direct,0.0,333,3996,0.0
2024-02-01,Google_Search,GSearch_Brand,1624.33,643,14146,2.526
2024-02-01,Google_Search,GSearch_Generic,1303.82,771,14649,1.691
2024-02-01,Google_Search,GSearch_Competitor,2894.31,1779,55149,1.627
2024-02-01,Meta_Facebook,FB_Retargeting,1970.06,2771,58191,0.711
2024-02-01,Meta_Facebook,FB_Lookalike,366.54,161,6118,2.277
2024-02-01,Meta_Facebook,FB_Awareness,1190.92,588,19404,2.025
2024-02-01,TikTok,TikTok_Video1,684.71,567,20412,1.208
2024-02-01,TikTok,TikTok_Promo,1206.8,549,7137,2.198
2024-02-01,LinkedIn,LinkedIn_B2B,2057.38,971,13594,2.119
2024-02-01,LinkedIn,LinkedIn_Lead,1092.35,576,19584,1.896
2024-02-01,Email,Email_Welcome,121.04,52,2496,2.328
2024-02-01,Email,Email_Promo,268.32,201,9447,1.335
2024-02-01,Email,Email_Retention,215.9,77,2233,2.804
2024-02-01,Organic,Organic_SEO,0.0,407,14245,0.0
2024-02-01,Organic,Organic_Direct,0.0,412,6180,0.0
2024-02-02,Google_Search,GSearch_Brand,1273.95,883,27373,1.443
2024-02-02,Google_Search,GSearch_Generic,2532.96,1164,50052,2.176
2024-02-02,Google_Search,GSearch_Competitor,733.63,337,14154,2.177
2024-02-02,Meta_Facebook,FB_Retargeting,915.11,650,13650,1.408
2024-02-02,Meta_Facebook,FB_Lookalike,1916.99,1415,58015,1.355
2024-02-02,Meta_Facebook,FB_Awareness,626.41,208,3952,3.012
2024-02-02,TikTok,TikTok_Video1,300.31,115,1840,2.611
2024-02-02,TikTok,TikTok_Promo,860.0,465,19995,1.849
2024-02-02,LinkedIn,LinkedIn_B2B,479.27,357,17493,1.342
2024-02-02,LinkedIn,LinkedIn_Lead,675.2,468,9360,1.443
2024-02-02,Email,Email_Welcome,95.21,42,2058,2.267
2024-02-02,Email,Email_Promo,252.26,276,10488,0.914
2024-02-02,Email,Email_Retention,60.92,43,1075,1.417
2024-02-02,Organic,Organic_SEO,0.0,362,10136,0.0
2024-02-02,Organic,Organic_Direct,0.0,451,17138,0.0
2024-02-03,Google_Search,GSearch_Brand,1085.01,988,39520,1.098
2024-02-03,Google_Search,GSearch_Generic,2759.94,2801,128846,0.985
2024-02-03,Google_Search,GSearch_Competitor,2961.1,1790,50120,1.654
2024-02-03,Meta_Facebook,FB_Retargeting,1622.81,923,33228,1.758
2024-02-03,Meta_Facebook,FB_Lookalike,1942.66,764,36672,2.543
2024-02-03,Meta_Facebook,FB_Awareness,535.28,475,19000,1.127
2024-02-03,TikTok,TikTok_Video1,1336.35,708,11328,1.887
2024-02-03,TikTok,TikTok_Promo,1124.82,628,10676,1.791
2024-02-03,LinkedIn,LinkedIn_B2B,998.63,414,11178,2.412
2024-02-03,LinkedIn,LinkedIn_Lead,1343.57,753,27861,1.784
2024-02-03,Email,Email_Welcome,72.93,26,988,2.805
2024-02-03,Email,Email_Promo,271.16,95,3420,2.854
2024-02-03,Email,Email_Retention,63.31,36,900,1.759
2024-02-03,Organic,Organic_SEO,0.0,91,3003,0.0
2024-02-03,Organic,Organic_Direct,0.0,213,3408,0.0
2024-02-04,Google_Search,GSearch_Brand,2597.94,1222,23218,2.126
2024-02-04,Google_Search,GSearch_Generic,844.0,693,27720,1.218
2024-02-04,Google_Search,GSearch_Competitor,2240.18,2644,105760,0.847
2024-02-04,Meta_Facebook,FB_Retargeting,1062.62,2070,31050,0.513
2024-02-04,Meta_Facebook,FB_Lookalike,332.31,319,6061,1.042
2024-02-04,Meta_Facebook,FB_Awareness,1232.97,531,22833,2.322
2024-02-04,TikTok,TikTok_Video1,750.23,307,7675,2.444
2024-02-04,TikTok,TikTok_Promo,591.5,954,34344,0.62
2024-02-04,LinkedIn,LinkedIn_B2B,1741.8,846,11844,2.059
2024-02-04,LinkedIn,LinkedIn_Lead,632.8,229,10992,2.763
2024-02-04,Email,Email_Welcome,184.01,88,4048,2.091
2024-02-04,Email,Email_Promo,110.48,128,4736,0.863
2024-02-04,Email,Email_Retention,50.39,36,1656,1.4
2024-02-04,Organic,Organic_SEO,0.0,390,5850,0.0
2024-02-04,Organic,Organic_Direct,0.0,234,3276,0.0
2024-02-05,Google_Search,GSearch_Brand,2883.51,1550,65100,1.86
2024-02-05,Google_Search,GSearch_Generic,1885.38,1277,51080,1.476
2024-02-05,Google_Search,GSearch_Competitor,608.84,414,13662,1.471
2024-02-05,Meta_Facebook,FB_Retargeting,731.21,1352,18928,0.541
2024-02-05,Meta_Facebook,FB_Lookalike,886.16,379,18950,2.338
2024-02-05,Meta_Facebook,FB_Awareness,476.23,243,7533,1.96
2024-02-05,TikTok,TikTok_Video1,373.43,270,8370,1.383
2024-02-05,TikTok,TikTok_Promo,1257.56,1341,52299,0.938
2024-02-05,LinkedIn,LinkedIn_B2B,2459.72,1450,30450,1.696
2024-02-05,LinkedIn,LinkedIn_Lead,2104.15,3199,124761,0.658
2024-02-05,Email,Email_Welcome,59.25,59,1298,1.004
2024-02-05,Email,Email_Promo,271.45,210,6090,1.293
2024-02-05,Email,Email_Retention,178.85,60,2640,2.981
2024-02-05,Organic,Organic_SEO,0.0,68,1496,0.0
2024-02-05,Organic,Organic_Direct,0.0,491,6383,0.0
2024-02-06,Google_Search,GSearch_Brand,2664.5,2003,34051,1.33
2024-02-06,Google_Search,GSearch_Generic,2498.36,1568,54880,1.593
2024-02-06,Google_Search,GSearch_Competitor,2358.27,861,29274,2.739
2024-02-06,Meta_Facebook,FB_Retargeting,876.36,906,37146,0.967
2024-02-06,Meta_Facebook,FB_Lookalike,924.49,370,9990,2.499
2024-02-06,Meta_Facebook,FB_Awareness,1661.95,717,10755,2.318
2024-02-06,TikTok,TikTok_Video1,759.79,254,5334,2.991
2024-02-06,TikTok,TikTok_Promo,909.12,697,10455,1.304
2024-02-06,LinkedIn,LinkedIn_B2B,1088.63,878,33364,1.24
2024-02-06,LinkedIn,LinkedIn_Lead,1665.51,1064,40432,1.565
2024-02-06,Email,Email_Welcome,137.89,227,7264,0.607
2024-02-06,Email,Email_Promo,203.71,128,6400,1.591
2024-02-06,Email,Email_Retention,295.01,102,1428,2.892
2024-02-06,Organic,Organic_SEO,0.0,257,8481,0.0
2024-02-06,Organic,Organic_Direct,0.0,433,8660,0.0
2024-02-07,Google_Search,GSearch_Brand,2881.97,3363,161424,0.857
2024-02-07,Google_Search,GSearch_Generic,2195.22,1375,24750,1.597
2024-02-07,Google_Search,GSearch_Competitor,668.08,273,9009,2.447
2024-02-07,Meta_Facebook,FB_Retargeting,915.66,318,3816,2.879
2024-02-07,Meta_Facebook,FB_Lookalike,1328.66,604,19932,2.2
2024-02-07,Meta_Facebook,FB_Awareness,932.42,387,17802,2.409
2024-02-07,TikTok,TikTok_Video1,379.0,267,8010,1.419
2024-02-07,TikTok,TikTok_Promo,1044.43,929,15793,1.124
2024-02-07,LinkedIn,LinkedIn_B2B,454.42,470,20210,0.967
2024-02-07,LinkedIn,LinkedIn_Lead,1212.67,636,16536,1.907
2024-02-07,Email,Email_Welcome,243.74,107,2461,2.278
2024-02-07,Email,Email_Promo,299.09,246,10086,1.216
2024-02-07,Email,Email_Retention,100.04,119,1666,0.841
2024-02-07,Organic,Organic_SEO,0.0,415,15770,0.0
2024-02-07,Organic,Organic_Direct,0.0,464,13920,0.0
2024-02-08,Google_Search,GSearch_Brand,2169.6,954,42930,2.274
2024-02-08,Google_Search,GSearch_Generic,1855.43,680,13600,2.729
2024-02-08,Google_Search,GSearch_Competitor,2279.52,808,40400,2.821
2024-02-08,Meta_Facebook,FB_Retargeting,595.95,424,10176,1.406
2024-02-08,Meta_Facebook,FB_Lookalike,506.32,505,9090,1.003
2024-02-08,Meta_Facebook,FB_Awareness,702.45,404,13332,1.739
2024-02-08,TikTok,TikTok_Video1,920.23,647,29115,1.422
2024-02-08,TikTok,TikTok_Promo,368.7,136,1904,2.711
2024-02-08,LinkedIn,LinkedIn_B2B,1049.51,349,13960,3.007
2024-02-08,LinkedIn,LinkedIn_Lead,1503.96,620,28520,2.426
2024-02-08,Email,Email_Welcome,68.44,23,322,2.976
2024-02-08,Email,Email_Promo,162.49,73,2336,2.226
2024-02-08,Email,Email_Retention,82.08,31,1395,2.648
2024-02-08,Organic,Organic_SEO,0.0,143,2574,0.0
2024-02-08,Organic,Organic_Direct,0.0,494,6422,0.0
2024-02-09,Google_Search,GSearch_Brand,2578.48,1436,41644,1.796
2024-02-09,Google_Search,GSearch_Generic,911.64,697,16728,1.308
2024-02-09,Google_Search,GSearch_Competitor,1365.06,478,13384,2.856
2024-02-09,Meta_Facebook,FB_Retargeting,1738.09,1542,77100,1.127
2024-02-09,Meta_Facebook,FB_Lookalike,1925.8,1623,81150,1.187
2024-02-09,Meta_Facebook,FB_Awareness,814.8,444,18648,1.835
2024-02-09,TikTok,TikTok_Video1,1033.28,521,24487,1.983
2024-02-09,TikTok,TikTok_Promo,400.45,186,8928,2.153
2024-02-09,LinkedIn,LinkedIn_B2B,1109.0,394,4728,2.815
2024-02-09,LinkedIn,LinkedIn_Lead,2133.0,3735,44820,0.571
2024-02-09,Email,Email_Welcome,287.14,118,3068,2.433
2024-02-09,Email,Email_Promo,212.78,88,3168,2.418
2024-02-09,Email,Email_Retention,204.53,355,17750,0.576
2024-02-09,Organic,Organic_SEO,0.0,378,10962,0.0
2024-02-09,Organic,Organic_Direct,0.0,462,16170,0.0
2024-02-10,Google_Search,GSearch_Brand,1243.58,1822,23686,0.683
2024-02-10,Google_Search,GSearch_Generic,895.2,581,22659,1.541
2024-02-10,Google_Search,GSearch_Competitor,1010.06,500,15000,2.02
2024-02-10,Meta_Facebook,FB_Retargeting,1764.52,1359,43488,1.298
2024-02-10,Meta_Facebook,FB_Lookalike,1958.14,2368,78144,0.827
2024-02-10,Meta_Facebook,FB_Awareness,1175.47,1535,38375,0.766
2024-02-10,TikTok,TikTok_Video1,806.41,690,17250,1.169
2024-02-10,TikTok,TikTok_Promo,383.14,611,20774,0.627
2024-02-10,LinkedIn,LinkedIn_B2B,2214.74,1433,28660,1.546
2024-02-10,LinkedIn,LinkedIn_Lead,2108.3,743,22290,2.838
2024-02-10,Email,Email_Welcome,97.46,108,4536,0.902
2024-02-10,Email,Email_Promo,166.7,61,2501,2.733
2024-02-10,Email,Email_Retention,55.79,19,798,2.936
2024-02-10,Organic,Organic_SEO,0.0,173,3979,0.0
2024-02-10,Organic,Organic_Direct,0.0,74,962,0.0
2024-02-11,Google_Search,GSearch_Brand,1203.39,603,24120,1.996
2024-02-11,Google_Search,GSearch_Generic,1214.37,2333,37328,0.521
2024-02-11,Google_Search,GSearch_Competitor,1577.32,582,19206,2.71
2024-02-11,Meta_Facebook,FB_Retargeting,1598.56,1129,39515,1.416
2024-02-11,Meta_Facebook,FB_Lookalike,386.97,203,6699,1.906
2024-02-11,Meta_Facebook,FB_Awareness,1240.48,1814,76188,0.684
2024-02-11,TikTok,TikTok_Video1,785.46,418,20482,1.879
2024-02-11,TikTok,TikTok_Promo,1084.52,1360,21760,0.797
2024-02-11,LinkedIn,LinkedIn_B2B,1227.2,493,15283,2.489
2024-02-11,LinkedIn,LinkedIn_Lead,1571.45,1111,21109,1.414
2024-02-11,Email,Email_Welcome,99.76,56,2352,1.781
2024-02-11,Email,Email_Promo,60.06,100,3100,0.601
2024-02-11,Email,Email_Retention,250.99,139,2641,1.806
2024-02-11,Organic,Organic_SEO,0.0,313,5634,0.0
2024-02-11,Organic,Organic_Direct,0.0,363,10890,0.0
2024-02-12,Google_Search,GSearch_Brand,906.26,304,8816,2.981
2024-02-12,Google_Search,GSearch_Generic,1984.31,1122,47124,1.769
2024-02-12,Google_Search,GSearch_Competitor,1830.85,805,23345,2.274
2024-02-12,Meta_Facebook,FB_Retargeting,1107.32,2044,63364,0.542
2024-02-12,Meta_Facebook,FB_Lookalike,1445.47,490,23030,2.95
2024-02-12,Meta_Facebook,FB_Awareness,823.05,299,14950,2.753
2024-02-12,TikTok,TikTok_Video1,234.64,139,6533,1.688
2024-02-12,TikTok,TikTok_Promo,950.92,412,19364,2.308
2024-02-12,LinkedIn,LinkedIn_B2B,1408.94,778,38122,1.811
2024-02-12,LinkedIn,LinkedIn_Lead,2026.67,1397,34925,1.451
2024-02-12,Email,Email_Welcome,57.89,20,340,2.894
2024-02-12,Email,Email_Promo,97.7,60,2160,1.628
2024-02-12,Email,Email_Retention,87.86,39,1404,2.253
2024-02-12,Organic,Organic_SEO,0.0,363,14520,0.0
2024-02-12,Organic,Organic_Direct,0.0,426,5538,0.0
2024-02-13,Google_Search,GSearch_Brand,2264.44,1260,56700,1.797
2024-02-13,Google_Search,GSearch_Generic,1312.62,608,26144,2.159
2024-02-13,Google_Search,GSearch_Competitor,1442.06,498,19422,2.896
2024-02-13,Meta_Facebook,FB_Retargeting,1850.61,1364,43648,1.357
2024-02-13,Meta_Facebook,FB_Lookalike,1448.98,542,14092,2.673
2024-02-13,Meta_Facebook,FB_Awareness,1337.13,1363,34075,0.981
2024-02-13,TikTok,TikTok_Video1,562.71,451,13079,1.248
2024-02-13,TikTok,TikTok_Promo,1202.53,531,21771,2.265
2024-02-13,LinkedIn,LinkedIn_B2B,1065.79,776,20952,1.373
2024-02-13,LinkedIn,LinkedIn_Lead,1004.36,519,22836,1.935
2024-02-13,Email,Email_Welcome,144.92,49,1568,2.958
2024-02-13,Email,Email_Promo,288.65,114,3192,2.532
2024-02-13,Email,Email_Retention,60.52,20,300,3.026
2024-02-13,Organic,Organic_SEO,0.0,276,7176,0.0
2024-02-13,Organic,Organic_Direct,0.0,159,3498,0.0
2024-02-14,Google_Search,GSearch_Brand,2569.88,2181,98145,1.178
2024-02-14,Google_Search,GSearch_Generic,2240.43,2657,130193,0.843
2024-02-14,Google_Search,GSearch_Competitor,2352.23,2141,27833,1.099
2024-02-14,Meta_Facebook,FB_Retargeting,1438.72,787,39350,1.828
2024-02-14,Meta_Facebook,FB_Lookalike,695.82,927,28737,0.751
2024-02-14,Meta_Facebook,FB_Awareness,1519.51,2022,36396,0.751
2024-02-14,TikTok,TikTok_Video1,206.74,110,2200,1.879
2024-02-14,TikTok,TikTok_Promo,728.98,256,10240,2.848
2024-02-14,LinkedIn,LinkedIn_B2B,1402.64,1404,39312,0.999
2024-02-14,LinkedIn,LinkedIn_Lead,1074.45,508,7620,2.115
2024-02-14,Email,Email_Welcome,213.07,197,2364,1.082
2024-02-14,Email,Email_Promo,278.31,296,6216,0.94
2024-02-14,Email,Email_Retention,283.48,479,16765,0.592
2024-02-14,Organic,Organic_SEO,0.0,145,4060,0.0
2024-02-14,Organic,Organic_Direct,0.0,54,1566,0.0
2024-02-15,Google_Search,GSearch_Brand,1919.9,2499,77469,0.768
2024-02-15,Google_Search,GSearch_Generic,1211.4,407,17908,2.976
2024-02-15,Google_Search,GSearch_Competitor,1810.8,664,11952,2.727
2024-02-15,Meta_Facebook,FB_Retargeting,1746.8,1045,22990,1.672
2024-02-15,Meta_Facebook,FB_Lookalike,1674.98,1262,49218,1.327
2024-02-15,Meta_Facebook,FB_Awareness,1402.09,610,6100,2.299
2024-02-15,TikTok,TikTok_Video1,1157.6,467,21482,2.479
2024-02-15,TikTok,TikTok_Promo,1076.72,1095,53655,0.983
2024-02-15,LinkedIn,LinkedIn_B2B,2197.91,801,29637,2.744
2024-02-15,LinkedIn,LinkedIn_Lead,1482.09,2067,33072,0.717
2024-02-15,Email,Email_Welcome,96.2,112,3360,0.859
2024-02-15,Email,Email_Promo,283.96,549,18666,0.517
2024-02-15,Email,Email_Retention,108.88,45,1395,2.42
2024-02-15,Organic,Organic_SEO,0.0,420,19320,0.0
2024-02-15,Organic,Organic_Direct,0.0,384,12672,0.0
2024-02-16,Google_Search,GSearch_Brand,2231.92,3405,57885,0.655
2024-02-16,Google_Search,GSearch_Generic,1663.49,1849,77658,0.9
2024-02-16,Google_Search,GSearch_Competitor,2807.77,1032,29928,2.721
2024-02-16,Meta_Facebook,FB_Retargeting,1473.49,702,19656,2.099
2024-02-16,Meta_Facebook,FB_Lookalike,924.82,879,15822,1.052
2024-02-16,Meta_Facebook,FB_Awareness,1112.91,679,32592,1.639
2024-02-16,TikTok,TikTok_Video1,685.71,304,12160,2.256
2024-02-16,TikTok,TikTok_Promo,1184.56,472,10856,2.51
2024-02-16,LinkedIn,LinkedIn_B2B,1999.91,908,43584,2.203
2024-02-16,LinkedIn,LinkedIn_Lead,2233.58,3169,120422,0.705
2024-02-16,Email,Email_Welcome,182.04,129,5934,1.411
2024-02-16,Email,Email_Promo,78.05,30,1260,2.602
2024-02-16,Email,Email_Retention,100.54,54,1080,1.862
2024-02-16,Organic,Organic_SEO,0.0,316,12008,0.0
2024-02-16,Organic,Organic_Direct,0.0,155,7285,0.0
2024-02-17,Google_Search,GSearch_Brand,1722.07,626,23788,2.751
2024-02-17,Google_Search,GSearch_Generic,2521.73,1543,64806,1.634
2024-02-17,Google_Search,GSearch_Competitor,1538.56,805,36225,1.911
2024-02-17,Meta_Facebook,FB_Retargeting,1086.04,431,4741,2.52
2024-02-17,Meta_Facebook,FB_Lookalike,973.11,382,8786,2.547
2024-02-17,Meta_Facebook,FB_Awareness,1283.13,2092,66944,0.613
2024-02-17,TikTok,TikTok_Video1,1110.5,599,7787,1.854
2024-02-17,TikTok,TikTok_Promo,1414.96,2103,84120,0.673
2024-02-17,LinkedIn,LinkedIn_B2B,466.64,306,5508,1.525
2024-02-17,LinkedIn,LinkedIn_Lead,2008.24,681,24516,2.949
2024-02-17,Email,Email_Welcome,143.62,52,1976,2.762
2024-02-17,Email,Email_Promo,267.41,96,3264,2.786
2024-02-17,Email,Email_Retention,70.06,24,1056,2.919
2024-02-17,Organic,Organic_SEO,0.0,490,15680,0.0
2024-02-17,Organic,Organic_Direct,0.0,325,11375,0.0
2024-02-18,Google_Search,GSearch_Brand,1822.11,785,18840,2.321
2024-02-18,Google_Search,GSearch_Generic,2587.05,1082,31378,2.391
2024-02-18,Google_Search,GSearch_Competitor,1657.51,721,26677,2.299
2024-02-18,Meta_Facebook,FB_Retargeting,1204.29,470,11750,2.562
2024-02-18,Meta_Facebook,FB_Lookalike,1083.06,1219,26818,0.888
2024-02-18,Meta_Facebook,FB_Awareness,1893.6,818,13906,2.315
2024-02-18,TikTok,TikTok_Video1,241.88,112,5488,2.16
2024-02-18,TikTok,TikTok_Promo,1195.87,441,4851,2.712
2024-02-18,LinkedIn,LinkedIn_B2B,905.4,1354,64992,0.669
2024-02-18,LinkedIn,LinkedIn_Lead,470.51,235,3055,2.002
2024-02-18,Email,Email_Welcome,111.18,182,6916,0.611
2024-02-18,Email,Email_Promo,108.58,104,1352,1.044
2024-02-18,Email,Email_Retention,85.03,28,672,3.037
2024-02-18,Organic,Organic_SEO,0.0,424,19504,0.0
2024-02-18,Organic,Organic_Direct,0.0,356,10680,0.0
2024-02-19,Google_Search,GSearch_Brand,1092.26,405,17415,2.697
2024-02-19,Google_Search,GSearch_Generic,1052.61,841,10933,1.252
2024-02-19,Google_Search,GSearch_Competitor,1891.8,955,20055,1.981
2024-02-19,Meta_Facebook,FB_Retargeting,1364.19,870,35670,1.568
2024-02-19,Meta_Facebook,FB_Lookalike,379.7,278,9452,1.366
2024-02-19,Meta_Facebook,FB_Awareness,1635.87,1261,45396,1.297
2024-02-19,TikTok,TikTok_Video1,730.74,584,12264,1.251
2024-02-19,TikTok,TikTok_Promo,1180.74,701,16824,1.684
2024-02-19,LinkedIn,LinkedIn_B2B,1031.55,454,17706,2.272
2024-02-19,LinkedIn,LinkedIn_Lead,2320.96,1217,43812,1.907
2024-02-19,Email,Email_Welcome,189.32,226,5650,0.838
2024-02-19,Email,Email_Promo,113.75,85,1275,1.338
2024-02-19,Email,Email_Retention,280.56,107,1605,2.622
2024-02-19,Organic,Organic_SEO,0.0,474,10428,0.0
2024-02-19,Organic,Organic_Direct,0.0,243,11664,0.0
2024-02-20,Google_Search,GSearch_Brand,2007.31,747,16434,2.687
2024-02-20,Google_Search,GSearch_Generic,2511.63,1275,57375,1.97
2024-02-20,Google_Search,GSearch_Competitor,1042.54,1019,31589,1.023
2024-02-20,Meta_Facebook,FB_Retargeting,815.42,294,6762,2.774
2024-02-20,Meta_Facebook,FB_Lookalike,1893.17,651,11067,2.908
2024-02-20,Meta_Facebook,FB_Awareness,1569.69,657,16425,2.389
2024-02-20,TikTok,TikTok_Video1,1104.31,488,17080,2.263
2024-02-20,TikTok,TikTok_Promo,1389.66,739,20692,1.88
2024-02-20,LinkedIn,LinkedIn_B2B,1199.39,653,20896,1.837
2024-02-20,LinkedIn,LinkedIn_Lead,1047.69,748,30668,1.401
2024-02-20,Email,Email_Welcome,166.5,66,2640,2.523
2024-02-20,Email,Email_Promo,240.41,184,4232,1.307
2024-02-20,Email,Email_Retention,142.68,92,4232,1.551
2024-02-20,Organic,Organic_SEO,0.0,429,8151,0.0
2024-02-20,Organic,Organic_Direct,0.0,333,15651,0.0
2024-02-21,Google_Search,GSearch_Brand,1947.86,1261,23959,1.545
2024-02-21,Google_Search,GSearch_Generic,990.48,921,42366,1.075
2024-02-21,Google_Search,GSearch_Competitor,2583.41,1477,45787,1.749
2024-02-21,Meta_Facebook,FB_Retargeting,737.46,288,11808,2.561
2024-02-21,Meta_Facebook,FB_Lookalike,1083.41,464,14848,2.335
2024-02-21,Meta_Facebook,FB_Awareness,587.75,255,10455,2.305
2024-02-21,TikTok,TikTok_Video1,439.26,161,2093,2.728
2024-02-21,TikTok,TikTok_Promo,881.13,339,4746,2.599
2024-02-21,LinkedIn,LinkedIn_B2B,2384.9,1098,10980,2.172
2024-02-21,LinkedIn,LinkedIn_Lead,1266.02,485,11640,2.61
2024-02-21,Email,Email_Welcome,66.99,76,1748,0.881
2024-02-21,Email,Email_Promo,176.43,123,6027,1.434
2024-02-21,Email,Email_Retention,209.43,73,2920,2.869
2024-02-21,Organic,Organic_SEO,0.0,58,580,0.0
2024-02-21,Organic,Organic_Direct,0.0,260,2600,0.0
2024-02-22,Google_Search,GSearch_Brand,541.82,235,10340,2.306
2024-02-22,Google_Search,GSearch_Generic,2943.7,5422,200614,0.543
2024-02-22,Google_Search,GSearch_Competitor,2515.42,906,14496,2.776
2024-02-22,Meta_Facebook,FB_Retargeting,1860.68,1027,25675,1.812
2024-02-22,Meta_Facebook,FB_Lookalike,626.28,344,11008,1.821
2024-02-22,Meta_Facebook,FB_Awareness,754.45,505,16665,1.494
2024-02-22,TikTok,TikTok_Video1,1447.09,878,21950,1.648
2024-02-22,TikTok,TikTok_Promo,1487.3,1396,20940,1.065
2024-02-22,LinkedIn,LinkedIn_B2B,1772.85,670,8040,2.646
2024-02-22,LinkedIn,LinkedIn_Lead,596.35,411,18495,1.451
2024-02-22,Email,Email_Welcome,169.0,80,1600,2.112
2024-02-22,Email,Email_Promo,70.67,27,837,2.617
2024-02-22,Email,Email_Retention,191.46,72,1152,2.659
